DAILY TSI, PX and PS from extend_tsi_day_mon_ann.pro  px is Viereck et al 2003 Mg index plus SORCE
Wed Feb 13 13:02:52 2013
 szero and model2 coefs are: 
      1365.50      1335.42      114.825     -1.10903
    YEAR      MONTH    DAY        TSI            PX            PS
    2007       2      27      1365.6342         0.2642        77.9900
    2007       2      28      1365.7091         0.2647        66.4800
    2007       3       1      1365.6648         0.2642        57.4300
    2007       3       2      1365.6522         0.2643        71.2400
    2007       3       3      1365.7332         0.2646        45.3200
    2007       3       4      1365.7894         0.2649        32.0300
    2007       3       5      1365.7827         0.2648        25.4700
    2007       3       6      1365.7443         0.2643        13.5100
    2007       3       7      1365.7281         0.2640         3.7000
    2007       3       8      1365.7714         0.2644         0.0000
    2007       3       9      1365.6934         0.2637         0.0000
    2007       3      10      1365.6583         0.2635        11.3900
    2007       3      11      1365.7186         0.2641        14.8800
    2007       3      12      1365.6917         0.2637         3.5400
    2007       3      13      1365.7290         0.2640         2.4900
    2007       3      14      1365.7192         0.2639         0.0000
    2007       3      15      1365.7617         0.2643         0.0000
    2007       3      16      1365.7162         0.2639         0.0000
    2007       3      17      1365.7708         0.2643         0.0000
    2007       3      18      1365.7585         0.2642         0.0000
    2007       3      19      1365.5994         0.2629         0.0000
    2007       3      20      1365.7424         0.2641         0.0000
    2007       3      21      1365.7660         0.2643         0.0000
    2007       3      22      1365.7803         0.2644         0.0000
    2007       3      23      1365.7828         0.2645         6.1000
    2007       3      24      1365.7885         0.2646         3.9400
    2007       3      25      1365.8279         0.2649         0.8800
    2007       3      26      1365.8467         0.2652        12.1700
    2007       3      27      1365.8046         0.2647         4.7000
    2007       3      28      1365.8251         0.2649         8.9700
    2007       3      29      1365.8323         0.2650        10.5300
    2007       3      30      1365.8408         0.2650         3.9000
    2007       3      31      1365.8416         0.2651        10.1800
    2007       4       1      1365.7972         0.2649        21.8200
    2007       4       2      1365.8215         0.2649        12.0400
    2007       4       3      1365.7941         0.2647        10.6200
    2007       4       4      1365.8086         0.2647         0.0000
    2007       4       5      1365.7855         0.2645         0.0000
    2007       4       6      1365.7732         0.2644         0.0000
    2007       4       7      1365.7563         0.2642         0.0000
    2007       4       8      1365.7527         0.2642         0.0000
    2007       4       9      1365.7279         0.2640         0.0000
    2007       4      10      1365.7407         0.2641         0.0000
    2007       4      11      1365.7323         0.2640         0.0000
    2007       4      12      1365.7343         0.2641         3.8300
    2007       4      13      1365.7467         0.2641         0.0000
    2007       4      14      1365.7448         0.2642         4.2500
    2007       4      15      1365.7103         0.2638         0.0000
    2007       4      16      1365.6665         0.2634         0.0000
    2007       4      17      1365.7657         0.2643         3.5400
    2007       4      18      1365.7765         0.2645         6.0300
    2007       4      19      1365.7017         0.2637         0.0000
    2007       4      20      1365.6611         0.2635         6.0400
    2007       4      21      1365.7117         0.2638         0.0000
    2007       4      22      1365.7111         0.2638         0.0000
    2007       4      23      1365.7333         0.2640         0.0000
    2007       4      24      1365.7955         0.2646         0.0000
